,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
544,Ford,Ecosport1.5TITANIUM TDCI,375000,2014,Delhi,Diesel,61302,Manual,1,8342
545,Ford,FiestaTITANIUM DIESEL,285799,2012,Delhi,Diesel,68356,Manual,2,6357
546,Volkswagen,PoloCOMFORTLINE 1.2L DIESEL,285199,2012,Delhi,Diesel,69584,Manual,1,6344
547,Maruti,,390000,2019,Delhi,Petrol,45510,,1,8675
548,Hyundai,XcentS 1.1 CRDI,306000,2015,Delhi,Diesel,62473,Manual,1,6807
549,Maruti,AltoLXI,141399,2010,Delhi,Petrol,70239,Manual,1,3145
550,Honda,CityS MT DIESEL,419000,2014,Delhi,Diesel,62332,Manual,2,9320
551,Maruti,Alto 800LXI,290000,2019,Delhi,Petrol,45215,Manual,1,6451
552,Tata,NEXONXM 1.2,730000,2019,Delhi,Petrol,11664,Manual,1,16238
553,Hyundai,i10MAGNA 1.2 KAPPA2,268299,2012,Delhi,Petrol,44703,Manual,1,5968
554,Maruti,BalenoSIGMA 1.2 K12,439000,2015,Delhi,Petrol,46137,Manual,1,9765
555,Maruti,Wagon R 1.0VXI,415000,2017,Delhi,Petrol,20267,Manual,1,9231
556,Maruti,BalenoDELTA 1.2 K12,601299,2019,Delhi,Petrol,22999,Manual,1,13376
557,Hyundai,EonERA PLUS,255000,2015,Delhi,Petrol,29793,Manual,1,5672
558,Maruti,Vitara BrezzaVDI,650599,2016,Delhi,Diesel,29262,Manual,1,14472
559,Maruti,DzireLXI,600000,2018,Delhi,Petrol,2875,Manual,1,13347
560,Maruti,Alto 800VXI,268399,2017,Delhi,Petrol,65480,Manual,1,5970
561,Honda,CRV2.4 AT,541299,2011,Delhi,Petrol,71014,Automatic,2,12041
562,Hyundai,Grand i10magna 1.2 crdi,423799,2018,Delhi,Diesel,63695,Manual,1,9427
563,Ford,Ecosport1.5TITANIUM TDCI,493000,2014,Delhi,Diesel,56858,Manual,1,10967
564,Maruti,Vitara BrezzaZDI,714099,2016,Delhi,Diesel,21541,Manual,1,15885
565,Maruti,CelerioVXI,327000,2014,Delhi,Petrol,44563,Manual,1,7274
566,Honda,CitySV MT PETROL,509799,2014,Delhi,Petrol,61067,Manual,2,11340
567,Maruti,SwiftVDI OPT,460099,2016,Delhi,Diesel,49938,Manual,1,10235
568,Maruti,Alto 800VXI,283000,2018,Delhi,Petrol,34375,Manual,1,6295
569,Maruti,RitzLXI,165000,2010,Delhi,Petrol,47445,Manual,2,3670
570,Maruti,CiazVDI+ SHVS,508499,2015,Delhi,Diesel,95637,Manual,1,11311
571,Maruti,BalenoZETA 1.2 K12,523199,2017,Delhi,Petrol,37166,Manual,2,11638
572,Honda,CityS MT DIESEL,450000,2014,Delhi,Diesel,58677,Manual,1,10010
573,Hyundai,EonMAGNA PLUS,228499,2013,Delhi,Petrol,56037,Manual,1,5083
574,Hyundai,Creta1.4 E PLUS CRDI,806499,2017,Delhi,Diesel,37016,Manual,1,17940
575,Maruti,Vitara BrezzaZDI AMT,1032799,2020,Delhi,Diesel,16373,Automatic,1,22974
576,Renault,KwidRXT,310699,2015,Delhi,Petrol,40740,Manual,1,6911
577,Mahindra,TUV300T8,535000,2015,Delhi,Diesel,42344,Manual,1,11901
578,Maruti,SwiftZXI,385299,2015,Delhi,Petrol,67696,Manual,1,8571
579,Honda,Amaze1.2 S CVT I VTEC,698099,2019,Delhi,Petrol,20444,Automatic,1,15529
580,Maruti,Wagon R 1.0VXI,330799,2017,Delhi,Petrol,50045,Manual,1,7358
581,Ford,Ecosport1.5TITANIUM TDCI,442000,2014,Delhi,Diesel,66669,Manual,2,9832
582,Hyundai,i10SPORTZ 1.2 KAPPA2,279000,2012,Delhi,Petrol,26234,Manual,1,6206
583,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,461000,2016,Delhi,Petrol,30278,Manual,1,10255
584,Hyundai,i10SPORTZ 1.2 KAPPA2,230000,2012,Delhi,Petrol,62697,Manual,1,5116
585,Ford,FREESTYLETITANIUM 1.2 TI-VCT MT,516000,2018,Delhi,Petrol,31436,Manual,1,11478
586,Maruti,Alto K10VXI,280000,2016,Delhi,Petrol,45300,Manual,1,6228
587,Honda,Brio1.2 VX MT I VTEC,335000,2014,Delhi,Petrol,48568,Manual,1,7452
588,Maruti,CelerioVXI (O) AMT,429000,2018,Delhi,Petrol,52378,Automatic,1,9543
589,Honda,CityVX CVT PETROL,869199,2017,Delhi,Petrol,34630,Automatic,1,19335
590,Chevrolet,BeatPS DIESEL,151500,2014,Delhi,Diesel,80707,Manual,1,3370
591,Ford,Figo1.4 ZXI DURATORQ,199099,2013,Delhi,Diesel,75022,Manual,1,4429
592,Hyundai,i10MAGNA 1.2,163000,2009,Delhi,Petrol,86423,Manual,1,3626
593,Maruti,SwiftLXI,418499,2014,Delhi,Petrol,55728,Manual,1,9309
594,Hyundai,GRAND I10 NIOS1.2 Kappa Sports MT,715000,2020,Delhi,Petrol,2442,Manual,1,15905
595,Ford,Ecosport1.5 TITANIUM TI VCT,519699,2014,Delhi,Petrol,56968,Manual,2,11560
596,Maruti,A StarVXI,175799,2009,Delhi,Petrol,55510,Manual,1,3911
597,Hyundai,Elite i20SPORTZ 1.2,590000,2017,Delhi,Petrol,42379,Manual,1,13124
598,Maruti,Vitara BrezzaVDI,727999,2018,Delhi,Diesel,34119,Manual,1,16194
599,Toyota,,906899,2019,Delhi,Petrol,11540,,1,20173
600,Maruti,Vitara BrezzaZXI +,995000,2020,Delhi,Petrol,4766,Manual,1,22133
601,Honda,CitySV CVT PETROL,654199,2015,Delhi,Petrol,54027,Automatic,2,14552
602,Hyundai,Grand i10Magna 1.2 AT  VTVT,400799,2016,Delhi,Petrol,68462,Automatic,1,8916
603,Maruti,Vitara BrezzaZDI PLUS,759899,2017,Delhi,Diesel,28576,Manual,1,16904
604,Maruti,SwiftVDI ABS,420199,2015,Delhi,Diesel,59849,Manual,1,9347
605,Mahindra,XUV500W6 4X2,675000,2014,Delhi,Diesel,42192,Manual,1,15015
606,Hyundai,i20ASTA 1.4 CRDI,224199,2012,Delhi,Diesel,85837,Manual,1,4987
607,Maruti,SwiftVDI,590499,2017,Delhi,Diesel,29789,Manual,1,13135
608,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,333000,2014,Delhi,Petrol,59099,Manual,2,7407
609,Maruti,BalenoSIGMA DDIS 190,407699,2015,Delhi,Diesel,59364,Manual,1,9069
610,Hyundai,Santro XingGL PLUS,271000,2014,Delhi,Petrol,39378,Manual,1,6028
611,Maruti,Alto K10VXI,275000,2013,Delhi,Petrol,26185,Manual,1,6117
612,Hyundai,i20MAGNA 1.2 VTVT,335799,2013,Delhi,Petrol,54342,Manual,3,7470
613,Toyota,Innova2.5 GX 8 STR BS IV,674899,2013,Delhi,Diesel,63747,Manual,1,15013
614,Maruti,Alto 800LXI,213000,2013,Delhi,Petrol,38808,Manual,1,4738
615,Datsun,Redi GoS(O),239000,2016,Delhi,Petrol,40820,Manual,1,5316
616,Maruti,Swift DzireVXI 1.2 BS IV,345000,2013,Delhi,Petrol,60460,Manual,1,7674
617,Honda,Brio1.2 V MT I VTEC,349000,2014,Delhi,Petrol,30905,Manual,2,7763
618,Honda,,460399,2012,Delhi,Petrol,68161,,1,10241
619,Hyundai,Creta1.4 E PLUS CRDI,815499,2017,Delhi,Diesel,19237,Manual,1,18140
620,Maruti,ErtigaVDI ABS,475499,2013,Delhi,Diesel,51981,Manual,1,10577
621,Hyundai,Santro XingGL,138000,2008,Delhi,Petrol,33246,Manual,1,3070
622,Hyundai,CretaS PETROL MT,1303000,2020,Delhi,Petrol,16973,Manual,1,28985
623,Maruti,SwiftVXI,482000,2016,Delhi,Petrol,14897,Manual,1,10722
624,Honda,,1300000,2020,Delhi,Petrol,1963,,1,28918
625,Tata,,468699,2018,Delhi,Petrol,52891,,1,10426
626,Hyundai,i10MAGNA 1.2 KAPPA2,190000,2010,Delhi,Petrol,45329,Manual,1,4226
627,Maruti,Alto 800LXI,280000,2018,Delhi,Petrol,29465,Manual,1,6228
628,Hyundai,i20SPORTZ 1.4 CRDI,411699,2013,Delhi,Diesel,57465,Manual,1,9158
629,Maruti,Swift DzireVXI 1.2 BS IV,409000,2015,Delhi,Petrol,56930,Manual,1,9098
630,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,412499,2014,Delhi,Petrol,53962,Manual,1,9176
631,Maruti,Swift DzireVDI BS IV,333599,2013,Delhi,Diesel,62602,Manual,1,7421
632,Hyundai,i10MAGNA 1.2,197000,2010,Delhi,Petrol,41129,Manual,1,4382
633,Maruti,Vitara BrezzaVDI OPT,716295,2017,Delhi,Diesel,21098,Manual,1,15934
634,Hyundai,i20MAGNA O 1.2,312000,2012,Delhi,Petrol,44822,Manual,1,6940
635,Hyundai,,640000,2020,Delhi,Petrol,10385,,1,14236
636,Maruti,Vitara BrezzaVDI,722499,2018,Delhi,Diesel,26170,Manual,1,16072
637,Maruti,SwiftZDI,303499,2012,Delhi,Diesel,80936,Manual,1,6751
638,Hyundai,i10SPORTZ 1.2,152699,2008,Delhi,Petrol,66404,Manual,1,3397
639,Tata,TiagoXZ+ 1.2 Revotron,569000,2020,Delhi,Petrol,6907,Manual,1,12657
640,Maruti,SwiftVDI ABS,510199,2017,Delhi,Diesel,45199,Manual,1,11349
641,Maruti,SwiftVDI,324899,2013,Delhi,Diesel,73417,Manual,1,7227
642,Tata,TiagoXT 1.2 REVOTRON,453099,2017,Delhi,Petrol,80573,Manual,1,10079
643,Maruti,RitzLDI,218599,2013,Delhi,Diesel,70017,Manual,1,4863
644,Maruti,BalenoALPHA 1.2 K12,692299,2019,Delhi,Petrol,23498,Manual,1,15400
645,Honda,CityV MT PETROL,755000,2017,Delhi,Petrol,34222,Manual,2,16795
646,Honda,Brio1.2 S MT I VTEC,399000,2016,Delhi,Petrol,36373,Manual,1,8876
647,Maruti,Alto 800LXI,214799,2014,Delhi,Petrol,67513,Manual,1,4778
648,Hyundai,i10SPORTZ 1.2 KAPPA2,207999,2011,Delhi,Petrol + CNG,81432,Manual,2,4627
649,Ford,Ecosport1.5 TREND TDCI,390699,2013,Delhi,Diesel,66940,Manual,1,8691
650,Maruti,Alto 800LXI,318799,2017,Delhi,Petrol,63266,Manual,1,7092
651,Maruti,SwiftVDI,302999,2013,Delhi,Diesel,66350,Manual,1,6740
652,Maruti,Swift DzireZDI,380199,2013,Delhi,Diesel,67598,Manual,2,8457
653,Maruti,SwiftVXI,580000,2018,Delhi,Petrol,22665,Manual,1,12902
654,Hyundai,Santro XingGL PLUS,270000,2014,Delhi,Petrol,39366,Manual,1,6006
655,Ford,Figo Aspire1.5 AMBIENTE DIESEL,302000,2015,Delhi,Diesel,61904,Manual,1,6718
656,Maruti,BalenoALPHA 1.2 K12,607000,2017,Delhi,Petrol,32501,Manual,1,13502
657,Maruti,Vitara BrezzaVDI,704499,2018,Delhi,Diesel,40707,Manual,1,15671
658,Honda,Brio1.2 VX MT I VTEC,315000,2013,Delhi,Petrol,39613,Manual,1,7007
659,Honda,CityS MT DIESEL,443000,2015,Delhi,Diesel,62903,Manual,1,9854
660,Hyundai,XcentSX 1.2 OPT,285999,2014,Delhi,Petrol,76823,Manual,3,6362
661,Maruti,SwiftVXI,594099,2019,Delhi,Petrol,25529,Manual,1,13215
662,Datsun,Redi GoT,227000,2016,Delhi,Petrol,34388,Manual,1,5049
663,Maruti,SwiftLXI OPT,434000,2017,Delhi,Petrol,64349,Manual,1,9654
664,Maruti,BalenoDELTA 1.2 K12,495000,2018,Delhi,Petrol,65373,Manual,1,11011
665,Ford,Figo1.4 EXI DURATORQ,205000,2013,Delhi,Diesel,66221,Manual,1,4560
666,Maruti,A StarVXI,134299,2009,Delhi,Petrol,60080,Manual,3,2987
667,Nissan,SunnyXL DIESEL,237000,2013,Delhi,Diesel,65603,Manual,1,5272
668,Hyundai,Grand i10MAGNA 1.2 VTVT,475000,2017,Delhi,Petrol,21404,Manual,1,10566
669,Maruti,BalenoDELTA 1.2 K12 AMT,533000,2016,Delhi,Petrol,40520,Automatic,1,11856
670,Maruti,ErtigaVDI SHVS,690000,2017,Delhi,Diesel,38304,Manual,1,15349
671,Hyundai,i10MAGNA 1.2,141499,2008,Delhi,Petrol,94707,Manual,1,3148
672,Maruti,BalenoDELTA 1.2 K12,602000,2019,Delhi,Petrol,24376,Manual,1,13391
673,Honda,Amaze1.5 SMT I DTEC,431399,2015,Delhi,Diesel,40776,Manual,1,9596
674,Maruti,Alto 800VXI,289499,2016,Delhi,Petrol,47788,Manual,1,6440
675,Hyundai,EonERA PLUS,243000,2015,Delhi,Petrol,33634,Manual,1,5405
676,Honda,Jazz1.2 SV MT,532000,2016,Delhi,Petrol,24818,Manual,1,11834
677,Maruti,IGNISALPHA 1.2 K12,522699,2017,Delhi,Petrol,34135,Manual,1,11627
678,Ford,Ecosport1.5TITANIUM TDCI,854699,2018,Delhi,Diesel,20925,Manual,1,19012
679,Hyundai,Santro XingGL PLUS,287199,2014,Delhi,Petrol,58661,Manual,1,6389
680,Maruti,Swift DzireVDI,381499,2013,Delhi,Diesel,69373,Manual,1,8486
681,Ford,Ecosport1.5 AMBIENTE TDCI,459000,2016,Delhi,Diesel,56731,Manual,1,10210
682,Maruti,Wagon RLXI,123000,2009,Delhi,Petrol,74789,Manual,1,2736
683,Hyundai,i20MAGNA O 1.2,253000,2011,Delhi,Petrol,80757,Manual,2,5628
684,Hyundai,i20MAGNA O 1.2,330000,2013,Delhi,Petrol,60410,Manual,1,7341
685,Maruti,Vitara BrezzaVDI,741399,2018,Delhi,Diesel,27113,Manual,1,16492
686,Maruti,IGNISDELTA 1.2 K12,520000,2019,Delhi,Petrol,7897,Manual,1,11567
687,Maruti,Alto K10VXI,200000,2013,Delhi,Petrol,69569,Manual,1,4449
688,Maruti,Swift DzireVDI BS IV,391199,2013,Delhi,Diesel,66341,Manual,1,8702
689,Ford,Figo Aspire1.2 TITANIUM PETROL,516399,2018,Delhi,Petrol,39845,Manual,1,11487
690,Maruti,BalenoZETA 1.2 K12,583999,2017,Delhi,Petrol,43299,Manual,1,12991
691,Hyundai,i20SPORTZ 1.4 CRDI,366000,2013,Delhi,Diesel,43257,Manual,1,8141
692,Maruti,CelerioVXI,337000,2015,Delhi,Petrol,34946,Manual,1,7496
693,Honda,CityV MT PETROL,420000,2012,Delhi,Petrol + CNG,74261,Manual,1,9343
694,Maruti,SwiftZDI,410399,2014,Delhi,Diesel,72636,Manual,1,9129
695,Hyundai,i20MAGNA O 1.2,345000,2013,Delhi,Petrol,57222,Manual,1,7674
696,Honda,CityS AT,366899,2012,Delhi,Petrol,77333,Automatic,4,8161
697,Volkswagen,PoloHIGHLINE1.2L PETROL,495000,2016,Delhi,Petrol,37346,Manual,1,11011
698,Maruti,,530000,2016,Delhi,Diesel,51094,,1,11790
699,Maruti,ErtigaVDI SHVS,658000,2016,Delhi,Diesel,42578,Manual,1,14637
700,Maruti,Swift DzireLDI BS IV,328000,2014,Delhi,Diesel,62386,Manual,1,7296
701,Maruti,Alto 800LXI,318299,2018,Delhi,Petrol,36558,Manual,1,7080
702,Ford,Ecosport1.5TITANIUM TDCI,471000,2014,Delhi,Diesel,55342,Manual,2,10477
703,Maruti,RitzVDI,269999,2013,Delhi,Diesel,70687,Manual,1,6006
704,Maruti,CiazALPHA 1.5 AT VTVT SHVS,909199,2018,Delhi,Petrol,13003,Manual,1,20225
705,Maruti,SwiftLXI OPT,339799,2016,Delhi,Petrol,75973,Manual,1,7559
706,Hyundai,,498000,2017,Delhi,Petrol,29168,,1,11078
707,Maruti,Vitara BrezzaVDI,738799,2018,Delhi,Diesel,20634,Manual,1,16434
708,Maruti,SwiftVDI,353199,2013,Delhi,Diesel,76822,Manual,2,7857
709,Maruti,AltoLXI,128699,2008,Delhi,Petrol,79093,Manual,1,2863
710,Maruti,Vitara BrezzaLDI OPT,725000,2017,Delhi,Diesel,50363,Manual,1,16127
711,Maruti,A StarLXI,211000,2012,Delhi,Petrol,53322,Manual,1,4694
712,Hyundai,VernaFLUIDIC 1.4 VTVT,482000,2013,Delhi,Petrol,40040,Manual,1,10722
713,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,390299,2016,Delhi,Petrol,86514,Manual,1,8682
714,Ford,Ecosport1.5TITANIUM TDCI,503499,2015,Delhi,Diesel,71475,Manual,1,11200
715,Renault,KwidRXT Opt,234899,2016,Delhi,Petrol,87631,Manual,1,5225
716,Chevrolet,Aveo U VALS 1.2,165000,2012,Delhi,Petrol,71131,Manual,1,3670
717,Maruti,Swift DzireVDI BS IV,338199,2013,Delhi,Diesel,78368,Manual,1,7523
718,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,364199,2014,Delhi,Petrol,62609,Manual,2,8101
719,Maruti,SwiftLDI O,460499,2017,Delhi,Diesel,71487,Manual,1,10244
720,Renault,,285000,2017,Delhi,Petrol,25526,,1,6340
721,Hyundai,Grand i10SPORTZ 1.1 CRDI,293000,2014,Delhi,Diesel,73306,Manual,2,6518
722,Maruti,Vitara BrezzaVDI,782399,2019,Delhi,Diesel,33431,Manual,1,17404
723,Maruti,SwiftVXI,500499,2017,Delhi,Petrol,46758,Manual,1,11133
724,Maruti,Vitara BrezzaZDI,741399,2017,Delhi,Diesel,35429,Manual,1,16492
725,Hyundai,Elite i20MAGNA 1.2,534899,2016,Delhi,Petrol,43806,Manual,1,11899
726,Maruti,Alto 800LXI,355000,2019,Delhi,Petrol,32617,Manual,1,7897
727,Honda,Jazz1.2 V AT,667188,2017,Delhi,Petrol,3927,Automatic,1,14841
728,Maruti,Vitara BrezzaLDI OPT,628000,2017,Delhi,Diesel,46477,Manual,1,13970
729,Maruti,CiazVDI PLUS,536799,2014,Delhi,Diesel,62366,Manual,1,11941
730,Mahindra,XUV 3OO1.5 W6 MT,870399,2019,Delhi,Diesel,9806,Manual,1,19362
731,Honda,CityV MT PETROL,260000,2010,Delhi,Petrol,90470,Manual,2,5784
732,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,340999,2015,Delhi,Petrol,80247,Manual,2,7585
733,Maruti,Vitara BrezzaVDI,781199,2018,Delhi,Diesel,40228,Manual,1,17377
734,Ford,Ecosport1.5 TITANIUM TI VCT,623199,2016,Delhi,Petrol,53896,Manual,1,13863
735,MG,HECTORSHARP DCT PETROL,1660000,2019,Delhi,Petrol,11558,Automatic,1,36926
736,Hyundai,i20SPORTZ 1.4 CRDI,238499,2012,Delhi,Diesel,85411,Manual,2,5305
737,Toyota,Innova2.5 GX 7 STR BS IV,586799,2013,Delhi,Diesel,74083,Manual,1,13053
738,Hyundai,i20MAGNA 1.2 VTVT,218000,2010,Delhi,Petrol,47666,Manual,1,4849
739,Maruti,ErtigaZDI,575000,2015,Delhi,Diesel,65754,Manual,1,12791
740,Maruti,BalenoALPHA 1.2 K12,566799,2016,Delhi,Petrol,42039,Manual,2,12608
741,Maruti,CiazSHVS VDI,539699,2016,Delhi,Diesel,57631,Manual,1,12005
742,Maruti,BalenoZETA DDIS 190,440599,2015,Delhi,Diesel,76699,Manual,1,9801
743,Maruti,Swift DzireVDI BS IV,511499,2017,Delhi,Diesel,51767,Manual,2,11378
744,Maruti,Swift DzireLDI BS IV,481199,2017,Delhi,Diesel,50943,Manual,2,10704
745,Maruti,Swift DzireLXI 1.2 BS IV,315000,2014,Delhi,Petrol,48555,Manual,1,7007
746,Maruti,Vitara BrezzaVDI,677499,2018,Delhi,Diesel,40769,Manual,1,15071
747,Hyundai,Grand i10Sportz1.2 CRDI,442399,2017,Delhi,Diesel,51634,Manual,1,9841
748,Ford,Ecosport1.5 TITANIUM TI VCT AT,711000,2017,Delhi,Petrol,52019,Automatic,1,15816
749,Maruti,SwiftLXI OPT,437299,2016,Delhi,Petrol,50924,Manual,1,9727
750,Honda,CitySV MT DIESEL,500099,2016,Delhi,Diesel,103777,Manual,1,11124
751,Mahindra,XUV 3OOW8 DIESEL MT,1200000,2020,Delhi,Diesel,6187,Manual,1,26693
752,ISUZU,D-Max V Cross4*4 MT,1737000,2019,Delhi,Diesel,27076,Manual,1,38639
753,Maruti,Wagon R 1.0VXI,441000,2018,Delhi,Petrol,27666,Manual,1,9810
754,Hyundai,VernaFLUIDIC 1.6 SX CRDI,469699,2014,Delhi,Diesel,83912,Manual,1,10448
755,Maruti,Zen EstiloLXI,101299,2008,Delhi,Petrol,84061,Manual,1,2253
756,Maruti,SwiftLXI 1.3,174899,2008,Delhi,Petrol,86350,Manual,1,3891
757,Honda,CityS MT PETROL,301999,2010,Delhi,Petrol,86479,Manual,3,6718
758,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,438899,2017,Delhi,Petrol,64174,Manual,1,9763
759,Ford,Ecosport1.5 TITANIUM TI VCT,650000,2016,Delhi,Petrol,30513,Manual,1,14459
760,Honda,Brio1.2 S MT I VTEC,295000,2013,Delhi,Petrol,49601,Manual,1,6562
761,Maruti,Wagon R 1.0LXI,195000,2012,Delhi,Petrol,83100,Manual,2,4338
762,Maruti,ErtigaVDI ABS,443999,2012,Delhi,Diesel,74320,Manual,1,9877
763,Maruti,AltoLXI,139000,2009,Delhi,Petrol,75788,Manual,1,3092
764,Toyota,Corolla AltisG,280299,2010,Delhi,Petrol,114876,Manual,2,6235
765,Maruti,Alto 800LXI,345000,2018,Delhi,Petrol,20303,Manual,1,7674
766,Audi,,1213199,2014,Delhi,Diesel,28802,,1,26987
767,Honda,Mobilio1.5 V I DTEC,390000,2014,Delhi,Diesel,76924,Manual,1,8675
768,Maruti,SwiftVDI,280599,2012,Delhi,Diesel,80682,Manual,1,6242
769,Maruti,Vitara BrezzaZDI,700799,2016,Delhi,Diesel,65146,Manual,1,15589
770,Hyundai,i20MAGNA O 1.4 CRDI,290000,2013,Delhi,Diesel,65614,Manual,1,6451
771,Hyundai,Santro XingGL PLUS,230000,2014,Delhi,Petrol,64065,Manual,2,5116
772,Maruti,SwiftVDI,309799,2012,Delhi,Diesel,82585,Manual,1,6891
773,Hyundai,Grand i101.2 CRDI Sportz O,445099,2017,Delhi,Diesel,67380,Manual,1,9901
774,Maruti,SwiftZXI,410499,2015,Delhi,Petrol,66285,Manual,2,9131
775,Maruti,SwiftVDI ABS,378999,2015,Delhi,Diesel,80212,Manual,1,8431
776,Maruti,Alto 800LXI,209999,2012,Delhi,Petrol,82189,Manual,1,4671
777,Hyundai,i10MAGNA 1.2 KAPPA2,173000,2010,Delhi,Petrol,82262,Manual,1,3848
778,Maruti,BalenoZETA 1.2 K12,543000,2016,Delhi,Petrol,41691,Manual,1,12079
779,Maruti,Swift DzireVDI BS IV,384399,2014,Delhi,Diesel,87119,Manual,1,8551
780,Maruti,Swift DzireVXI 1.2 BS IV,325000,2012,Delhi,Petrol,78319,Manual,1,7229
781,Toyota,GlanzaV CVT,745000,2019,Delhi,Petrol,11956,Automatic,1,16572
782,Hyundai,CretaS PETROL MT,1326000,2020,Delhi,Petrol,9393,Manual,1,29496
783,Maruti,SwiftVDI ABS,390699,2015,Delhi,Diesel,86417,Manual,1,8691
784,Hyundai,,971499,2019,Delhi,Diesel,31604,,1,21610
785,Maruti,SwiftVDI,325000,2013,Delhi,Diesel,73342,Manual,1,7229
786,Maruti,Vitara BrezzaZDI,680499,2016,Delhi,Diesel,54460,Manual,1,15137
787,Maruti,Vitara BrezzaVDI,730999,2019,Delhi,Diesel,24035,Manual,2,16261
788,Honda,CityS MT PETROL,335000,2011,Delhi,Petrol,79389,Manual,1,7452
789,Maruti,Vitara BrezzaVDI,653099,2017,Delhi,Diesel,51673,Manual,2,14528
790,Maruti,Alto K10LXI,160000,2011,Delhi,Petrol,68221,Manual,1,3559
791,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT OPT,342000,2013,Delhi,Petrol,54584,Manual,1,7608
792,Toyota,Innova CrystaTouring Sport Diesel MT,1654699,2017,Delhi,Diesel,51238,Manual,1,36808
793,Maruti,RitzVDI,221799,2012,Delhi,Diesel,86937,Manual,2,4934
794,Maruti,Wagon R 1.0VXI,255000,2013,Delhi,Petrol,73315,Manual,2,5672
795,Honda,CityS MT PETROL,380999,2010,Delhi,Petrol,67564,Manual,3,8475
796,Maruti,CiazDELTA 1.3 DDIS SHVS,598699,2017,Delhi,Diesel,61778,Manual,1,13318
797,Renault,KwidRXL,288000,2017,Delhi,Petrol,37165,Manual,1,6406
798,Hyundai,Grand i10Magna 1.2 AT  VTVT,450000,2016,Delhi,Petrol,63318,Automatic,1,10010
799,Hyundai,Grand i10SPORTS 1.2 VTVT,456000,2017,Delhi,Petrol,45251,Manual,1,10143
800,Renault,Duster85 PS RXL,450000,2015,Delhi,Diesel,78156,Manual,2,10010
801,Hyundai,,232000,2010,Delhi,Petrol,66122,,3,5161
802,Maruti,Swift DzireVDI BS IV,309299,2012,Delhi,Diesel,114363,Manual,1,6880
803,Maruti,Vitara BrezzaVDI OPT,711299,2018,Delhi,Diesel,45737,Manual,1,15822
804,Honda,Amaze1.5 SMT I DTEC,308799,2013,Delhi,Diesel,79052,Manual,1,6869
805,Maruti,Vitara BrezzaLDI,699999,2017,Delhi,Diesel,37208,Manual,1,15571
806,Maruti,Swift DzireVXI 1.2 BS IV,250000,2011,Delhi,Petrol,93819,Manual,1,5561
807,Volkswagen,VentoHIGHLINE DIESEL,307199,2013,Delhi,Diesel,95866,Manual,1,6833
808,Hyundai,Elite i201.4 CRDI ASTA (O),603499,2017,Delhi,Diesel,59420,Manual,2,13425
809,Maruti,SwiftVDI,345999,2014,Delhi,Diesel,82346,Manual,1,7697
810,Maruti,Swift DzireVDI BS IV,291299,2012,Delhi,Diesel,90249,Manual,1,6480
811,Maruti,RitzVXI GENUS,193399,2010,Delhi,Petrol,95950,Manual,1,4302
812,Maruti,BalenoDELTA DDIS 190,458299,2015,Delhi,Diesel,71699,Manual,1,10195
813,Maruti,Vitara BrezzaZDI,625999,2016,Delhi,Diesel,58078,Manual,1,13925
814,Maruti,RitzLXI,172500,2010,Delhi,Petrol,140593,Manual,1,3837
815,Renault,KwidRXL,308000,2018,Delhi,Petrol,50104,Manual,1,6851
816,Maruti,,475000,2015,Delhi,Diesel,38440,,1,10566
817,Maruti,Swift DzireLDI BS IV,332000,2014,Delhi,Diesel,53272,Manual,2,7385
818,Toyota,Innova Crysta2.4 GX 7 STR,1407299,2017,Delhi,Diesel,37516,Manual,2,31305
819,Ford,Ecosport1.5TITANIUM TDCI,430000,2014,Delhi,Diesel,78267,Manual,2,9565
820,Ford,Ecosport1.5TITANIUM TDCI,460000,2014,Delhi,Diesel,76033,Manual,1,10232
821,Honda,City ZXGXI,163799,2008,Delhi,Petrol,102509,Manual,1,3644
822,Maruti,Swift DzireLDI BS IV,284799,2013,Delhi,Diesel,72772,Manual,1,6335
823,Maruti,BalenoDELTA 1.2 K12,625000,2018,Delhi,Petrol,32165,Manual,1,13903
824,Hyundai,Elite i20Magna Executive 1.2,580000,2018,Delhi,Petrol,28544,Manual,1,12902
825,Honda,CityVX MT PETROL,702000,2015,Delhi,Petrol,58374,Manual,2,15616
826,Honda,CityZX CVT,1377000,2020,Delhi,Petrol,21158,Automatic,1,30631
827,Hyundai,i20SPORTZ 1.4 CRDI,334799,2012,Delhi,Diesel,80187,Manual,2,7447
828,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1123899,2019,Delhi,Petrol,17949,Automatic,1,25001
829,Hyundai,Creta1.4 E PLUS CRDI,783099,2017,Delhi,Diesel,83868,Manual,2,17420
830,Maruti,Alto 800LXI,347000,2019,Delhi,Petrol,32620,Manual,1,7719
831,Volkswagen,PoloGT TSI 1.2 PETROL AT,460000,2013,Delhi,Petrol,70325,Automatic,1,10232
