,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
259,Maruti,SwiftVDI ABS,466799,2015,Hyderabad,Diesel,98101,Manual,1,10384
260,Nissan,SunnyXV DIESEL,354999,2013,Hyderabad,Diesel,165046,Manual,1,7897
261,Maruti,Wagon R DuoLXI LPG,219299,2010,Hyderabad,Petrol + LPG,151076,Manual,2,4878
262,Maruti,ErtigaLDI,454499,2012,Hyderabad,Diesel,125643,Manual,2,10110
263,Maruti,SwiftVXI,416099,2014,Hyderabad,Petrol,101747,Manual,1,9256
264,Ford,Ecosport1.5TITANIUM TDCI,505899,2014,Hyderabad,Diesel,102256,Manual,1,11253
265,Maruti,SwiftVDI,357399,2012,Hyderabad,Diesel,164028,Manual,1,7950
266,Hyundai,VernaFLUIDIC 1.6 EX CRDI,395499,2012,Hyderabad,Diesel,180921,Manual,1,8798
267,Maruti,DzireVDI,568899,2017,Hyderabad,Diesel,175702,Manual,2,12655
268,Maruti,S CrossZETA 1.3,707799,2017,Hyderabad,Diesel,111332,Manual,1,15745
269,Maruti,BalenoZETA DDIS 190,533799,2016,Hyderabad,Diesel,200759,Manual,1,11874
270,Maruti,BalenoDELTA 1.2 K12 AT,524699,2016,Hyderabad,Petrol,153720,Automatic,1,11672
271,Maruti,SwiftVDI ABS,493499,2015,Hyderabad,Diesel,122156,Manual,2,10978
272,Maruti,Vitara BrezzaVDI AMT,752299,2018,Hyderabad,Diesel,99039,Manual,2,16734
273,Maruti,Swift DzireVDI BS IV,456599,2014,Hyderabad,Diesel,155205,Manual,2,10157
274,Volkswagen,PoloCOMFORTLINE 1.5L DIESEL,395499,2015,Hyderabad,Diesel,130613,Manual,2,8798
275,Toyota,Innova2.5 VX 8 STR BS IV,1025199,2015,Hyderabad,Diesel,143896,Manual,2,22805
276,Maruti,RitzVXI BS IV,250899,2012,Hyderabad,Petrol,31891,Manual,2,5581
277,Maruti,SwiftVXI,511399,2016,Hyderabad,Petrol,8029,Manual,1,11376
278,Maruti,S PRESSOVXI PLUS,438699,2020,Hyderabad,Petrol,25867,Manual,1,9759
279,Maruti,BalenoDELTA 1.2 K12,670299,2019,Hyderabad,Petrol,941,Manual,1,14910
280,Hyundai,i20SPORTZ 1.2 O,267399,2010,Hyderabad,Petrol,53951,Manual,2,5948
281,Renault,KwidRXT 1.0 EASY-R AT OPTION,486399,2019,Hyderabad,Petrol,11976,Automatic,1,10820
282,Hyundai,Elite i20SPORTZ 1.2,674199,2018,Hyderabad,Petrol,8643,Manual,1,14997
283,Maruti,BalenoALPHA 1.2 K12,659499,2017,Hyderabad,Petrol,15269,Manual,1,14670
284,Maruti,Swift DzireVXI 1.2 BS IV,444099,2012,Hyderabad,Petrol,16381,Manual,1,9879
285,Hyundai,EonMAGNA PLUS,305699,2015,Hyderabad,Petrol,38260,Manual,1,6800
286,Hyundai,i10MAGNA 1.2 KAPPA2,265099,2011,Hyderabad,Petrol,55421,Manual,2,5897
287,Maruti,SwiftVXI,623899,2019,Hyderabad,Petrol,21719,Manual,1,13878
288,Renault,Kwid1.0 RXT,335699,2017,Hyderabad,Petrol,75879,Manual,2,7467
289,Tata,TiagoXZA 1.2 REVOTRON,469599,2018,Hyderabad,Petrol,25288,Automatic,1,10446
290,Hyundai,Elite i20ASTA 1.2 (O),639699,2016,Hyderabad,Petrol,38230,Manual,1,14230
291,Maruti,Wagon R 1.0LXI CNG,329299,2013,Hyderabad,Petrol + CNG,60935,Manual,1,7325
292,Maruti,Alto K10VXI AMT,294199,2014,Hyderabad,Petrol,31227,Manual,2,6544
293,Maruti,SwiftVXI OPT,510299,2017,Hyderabad,Petrol,29996,Manual,2,11351
294,Ford,Ecosport1.5 TREND TI VCT,603399,2016,Hyderabad,Petrol,44941,Manual,1,13422
295,Volkswagen,VentoCOMFORTLINE 1.0 TSI MT,931699,2020,Hyderabad,Petrol,11690,Manual,1,20725
296,Maruti,Alto K10VXI,218499,2011,Hyderabad,Petrol,68843,Manual,2,4860
297,Hyundai,i10SPORTZ 1.2 AT KAPPA2,349799,2011,Hyderabad,Petrol,79359,Automatic,1,7781
298,Hyundai,Grand i10SPORTS 1.2 VTVT,465199,2016,Hyderabad,Petrol,73156,Manual,2,10348
299,Maruti,CelerioZXI AMT,431499,2017,Hyderabad,Petrol,18589,Automatic,1,9598
300,Hyundai,i20 Active1.4 SX,660699,2016,Hyderabad,Diesel,57997,Manual,1,14697
301,Maruti,CelerioVXI AMT,393499,2015,Hyderabad,Petrol,86746,Automatic,1,8753
302,Hyundai,Creta1.6 SX PLUS PETROL,998699,2017,Hyderabad,Petrol,51398,Manual,1,22216
303,Maruti,Swift DzireVXI 1.2 BS IV,517499,2016,Hyderabad,Petrol,69673,Manual,1,11511
304,Maruti,A StarVXI ABS AT,282299,2012,Hyderabad,Petrol,97893,Automatic,2,6280
305,Volkswagen,VentoCOMFORTLINE DIESEL,416199,2013,Hyderabad,Diesel,93624,Manual,2,9258
306,Honda,Jazz1.2 V AT,559899,2018,Hyderabad,Petrol,77789,Automatic,1,12455
307,Maruti,SwiftLXI,615000,2021,Delhi,Petrol,1723,Manual,1,13680
308,Maruti,BalenoSIGMA 1.2 K12,557499,2020,Delhi,Petrol,17812,Manual,1,12401
309,Maruti,Alto K10VXI,230099,2013,Delhi,Petrol,17374,Manual,1,5118
310,Maruti,SwiftZDI,396599,2013,Delhi,Diesel,24022,Manual,1,8822
311,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,487999,2017,Delhi,Petrol,9353,Manual,1,10855
312,Maruti,SwiftVXI,393099,2014,Delhi,Petrol,24708,Manual,1,8744
313,Maruti,Alto 800LXI,263599,2017,Delhi,Petrol,18113,Manual,1,5864
314,Maruti,Alto K10VXI,387599,2019,Delhi,Petrol,16224,Manual,1,8622
315,Renault,KwidRXT,267499,2016,Delhi,Petrol,13054,Manual,1,5950
316,Maruti,Alto K10VXI,345699,2017,Delhi,Petrol,11691,Manual,1,7690
317,Maruti,Alto 800VXI,293599,2014,Delhi,Petrol,12535,Manual,1,6531
318,Maruti,Alto 800LXI,293799,2017,Delhi,Petrol,8501,Manual,1,6535
319,Maruti,Alto 800VXI,279099,2017,Delhi,Petrol,5636,Manual,2,6208
320,Renault,KwidRXL,314199,2018,Delhi,Petrol,8220,Manual,1,6989
321,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,462899,2018,Delhi,Petrol,15754,Manual,2,10297
322,Maruti,Alto K10VXI,179199,2010,Delhi,Petrol,40666,Manual,1,3986
323,Maruti,AltoLXI,351799,2020,Delhi,Petrol,7610,Manual,1,7826
324,Honda,Amaze1.5 EMT I DTEC,309699,2014,Delhi,Diesel,38914,Manual,1,6889
325,Toyota,EtiosVX,318299,2011,Delhi,Petrol,49654,Manual,2,7080
326,Maruti,Alto K10VXI (O) AMT,303000,2016,Delhi,Petrol,13289,Manual,1,6740
327,Maruti,Swift DzireZXI 1.3,289499,2010,Delhi,Petrol,45983,Manual,1,6440
328,Hyundai,i20MAGNA O 1.2,419699,2014,Delhi,Petrol,39731,Manual,1,9336
329,Honda,CityV MT PETROL,340000,2010,Delhi,Petrol,22754,Manual,1,7563
330,Maruti,Alto 800LXI,289199,2018,Delhi,Petrol,16323,Manual,2,6433
331,Toyota,EtiosVX,338199,2011,Delhi,Petrol,29699,Manual,1,7523
332,Maruti,Alto 800LX,190499,2013,Delhi,Petrol,47071,Manual,2,4238
333,Maruti,Alto 800LXI,325199,2018,Delhi,Petrol,11961,Manual,1,7234
334,Maruti,Alto K10LXI,262399,2013,Delhi,Petrol,15750,Manual,1,5837
335,Maruti,Alto K10VXI,345299,2017,Delhi,Petrol,12139,Manual,1,7681
336,Maruti,Alto K10LXI,284499,2016,Delhi,Petrol,25360,Manual,1,6329
337,Maruti,CelerioVXI AMT,373099,2016,Delhi,Petrol,17839,Automatic,1,8299
338,Honda,Brio1.2 VX AT I VTEC,419299,2013,Delhi,Petrol,27915,Automatic,1,9327
339,Maruti,SwiftLXI,462199,2018,Delhi,Petrol,12268,Manual,1,10281
340,Maruti,SwiftLXI,494199,2019,Delhi,Petrol,16528,Manual,1,10993
341,Maruti,ErtigaVDI,455299,2013,Delhi,Diesel,22566,Manual,1,10128
342,Maruti,Wagon R 1.0LXI,204000,2010,Delhi,Petrol,26138,Manual,1,4538
343,Maruti,Swift DzireVDI BS IV,365399,2013,Delhi,Diesel,33554,Manual,1,8128
344,Maruti,Alto K10VXI,229899,2012,Delhi,Petrol,49179,Manual,1,5114
345,Maruti,Alto 800LXI,297899,2017,Delhi,Petrol,18797,Manual,2,6627
346,Renault,KwidRXL,410899,2020,Delhi,Petrol,5679,Manual,1,9140
347,Maruti,IGNISSIGMA 1.2 K12,512299,2020,Delhi,Petrol,1878,Manual,1,11396
348,Maruti,AltoLXI,142000,2011,Delhi,Petrol,44423,Manual,2,3159
349,Maruti,Alto 800LXI,311999,2017,Delhi,Petrol,2147,Manual,1,6940
350,Maruti,RitzVXI BS IV,201399,2011,Delhi,Petrol,41762,Manual,1,4480
351,Maruti,Alto K10VXI,386899,2019,Delhi,Petrol,9180,Manual,1,8606
352,Maruti,,656000,2016,Delhi,Petrol,679,,1,14592
353,Maruti,Alto 800LXI,248099,2015,Delhi,Petrol,38703,Manual,1,5519
354,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,419599,2013,Delhi,Petrol,30003,Manual,2,9334
355,Maruti,AltoLXI,389499,2020,Delhi,Petrol,3403,Manual,1,8664
356,Maruti,SwiftVXI,402699,2014,Delhi,Petrol,17135,Manual,2,8958
357,Maruti,Alto 800LXI,328799,2018,Delhi,Petrol,4313,Manual,2,7314
358,Maruti,BalenoDELTA 1.2 K12,553699,2016,Delhi,Petrol,14897,Manual,1,12317
359,Maruti,Alto 800LXI,303799,2018,Delhi,Petrol,15838,Manual,1,6758
360,Maruti,Alto 800LXI,302999,2018,Delhi,Petrol,19405,Manual,1,6740
361,Maruti,A StarVXI ABS AT,260000,2012,Delhi,Petrol,43079,Automatic,1,5784
362,Hyundai,Grand i10SPORTS 1.2 VTVT,414000,2015,Delhi,Petrol,27389,Manual,1,9209
363,Honda,Amaze1.5 EMT I DTEC,368999,2014,Delhi,Diesel,34868,Manual,1,8208
364,Maruti,Alto K10LXI,221299,2013,Delhi,Petrol,40184,Manual,1,4923
365,Maruti,SwiftVXI,385000,2014,Delhi,Petrol,31059,Manual,1,8564
366,Maruti,,1180000,2021,Delhi,Petrol,4114,,1,26248
367,Maruti,SwiftVXI,446299,2015,Delhi,Petrol,34227,Manual,1,9928
368,KIA,SELTOSHTK 1.5 PETROL,1156799,2020,Delhi,Petrol,4968,Manual,2,25732
369,Maruti,Alto K10VXI,200899,2011,Delhi,Petrol,51523,Manual,1,4469
370,Maruti,AltoLXI,381499,2020,Delhi,Petrol,3276,Manual,1,8486
371,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,399499,2013,Delhi,Petrol,21843,Manual,1,8887
372,Maruti,IGNISSIGMA 1.2 K12,461499,2019,Delhi,Petrol,17658,Manual,1,10266
373,Hyundai,EonMAGNA PLUS,239899,2013,Delhi,Petrol,29683,Manual,1,5336
374,Maruti,SwiftVXI 1.3,208399,2009,Delhi,Petrol,28685,Manual,1,4636
375,Ford,Figo Aspire1.2 TREND PETROL,455499,2016,Delhi,Petrol,31995,Manual,1,10132
376,Maruti,CelerioZXI AMT,390799,2017,Delhi,Petrol,41914,Automatic,2,8693
377,Hyundai,Elite i20ASTA 1.2,536799,2016,Delhi,Petrol,32797,Manual,2,11941
378,Maruti,AltoLXI,148099,2010,Delhi,Petrol,48926,Manual,1,3294
379,Maruti,Swift DzireZDI,362999,2012,Delhi,Diesel,52072,Manual,1,8075
380,Maruti,Swift DzireVXI 1.2 BS IV,261799,2011,Delhi,Petrol,57458,Manual,1,5824
381,Hyundai,i10SPORTZ 1.1 IRDE2,328499,2013,Delhi,Petrol,21921,Manual,1,7307
382,Hyundai,AccentEXECUTIVE GLE,170000,2011,Delhi,Petrol,57425,Manual,1,3782
383,Maruti,Alto K10LXI,188000,2012,Delhi,Petrol,50067,Manual,1,4182
384,Ford,Ecosport1.5TITANIUM TDCI,477399,2014,Delhi,Diesel,49800,Manual,2,10619
385,Maruti,AltoLXI,370000,2020,Delhi,Petrol,7662,Manual,1,8230
386,Maruti,AltoLXI,374499,2020,Delhi,Petrol,11520,Manual,1,8331
387,Maruti,SwiftVDI,318699,2012,Delhi,Diesel,47140,Manual,1,7089
388,Maruti,Alto K10VXI,397699,2019,Delhi,Petrol,8574,Manual,1,8847
389,Maruti,Alto K10VXI,268699,2015,Delhi,Petrol,60016,Manual,1,5977
390,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,475199,2017,Delhi,Petrol,17584,Manual,1,10571
391,Maruti,Alto 800VXI,260099,2014,Delhi,Petrol,37134,Manual,1,5786
392,Ford,Figo1.2 TITANIUM DURATEC,188400,2011,Delhi,Petrol,51161,Manual,1,4191
393,Maruti,BalenoDELTA 1.2 K12,654899,2020,Delhi,Petrol,10042,Manual,1,14568
394,Tata,TiagoXT 1.2 REVOTRON,514499,2020,Delhi,Petrol,9678,Manual,1,11445
395,Maruti,Wagon R 1.0VXI,424299,2018,Delhi,Petrol,15129,Manual,1,9438
396,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,356799,2015,Delhi,Petrol,32744,Manual,2,7937
397,Maruti,Eeco5 STR WITH AC PLUSHTR,414699,2019,Delhi,Petrol,8454,Manual,1,9225
398,Maruti,BalenoZETA 1.2 K12,540000,2015,Delhi,Petrol,14807,Manual,1,12012
399,Hyundai,i20MAGNA 1.2 VTVT,233000,2010,Delhi,Petrol,47044,Manual,1,5183
400,Maruti,CelerioVXI,285499,2014,Delhi,Petrol,43574,Manual,1,6351
401,Hyundai,Grand i10MAGNA 1.2 VTVT,492199,2017,Delhi,Petrol,25306,Manual,1,10949
402,Maruti,SwiftVDI,327299,2013,Delhi,Diesel,50647,Manual,2,7281
403,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,446799,2017,Delhi,Petrol,37323,Manual,1,9939
404,Hyundai,Grand i10SPORTZ O 1.2,505000,2017,Delhi,Petrol,8055,Manual,1,11233
405,Maruti,DzireLDI,503599,2018,Delhi,Diesel,24894,Manual,1,11202
406,Maruti,Alto K10VXI,176599,2011,Delhi,Petrol,64499,Manual,2,3928
407,Maruti,Alto K10VXI,268399,2015,Delhi,Petrol,41491,Manual,1,5970
408,Maruti,IGNISSIGMA 1.2 K12,495499,2020,Delhi,Petrol,2206,Manual,1,11022
409,Maruti,Vitara BrezzaVDI,641299,2016,Delhi,Diesel,57731,Manual,1,14265
410,Maruti,RitzVXI,219499,2009,Delhi,Petrol,62936,Manual,1,4883
411,Datsun,Redi Go1.0 S AT,351299,2018,Delhi,Petrol,23791,Manual,1,7814
412,Hyundai,i20SPORTZ 1.4 CRDI,261099,2012,Delhi,Diesel,55764,Manual,2,5808
413,Maruti,AltoLXI,341999,2020,Delhi,Petrol,11558,Manual,1,7608
414,Ford,Figo Aspire1.2 TITANIUM PETROL,454799,2017,Delhi,Petrol,31724,Manual,1,10117
415,Maruti,BalenoDELTA 1.2 K12,642399,2019,Delhi,Petrol,3947,Manual,1,14290
416,Hyundai,i10MAGNA 1.2,175000,2010,Delhi,Petrol,56343,Manual,1,3893
417,Skoda,Fabia1.2 MPI ACTIVE PLUS,190000,2012,Delhi,Petrol,41761,Manual,2,4226
418,Maruti,SwiftVDI,304999,2012,Delhi,Diesel,30589,Manual,1,6785
419,Chevrolet,SparkLS 1.0,130000,2011,Delhi,Petrol,59200,Manual,1,2892
420,Ford,Ecosport1.5 TITANIUM TI VCT,716899,2016,Delhi,Petrol,7293,Manual,1,15947
421,Maruti,SwiftLXI OPT,408000,2015,Delhi,Petrol,24140,Manual,1,9076
422,Hyundai,i10SPORTZ 1.2 KAPPA2,345399,2013,Delhi,Petrol,32018,Manual,1,7683
423,Maruti,Swift DzireVDI BS IV,467899,2014,Delhi,Diesel,42296,Manual,1,10408
424,Hyundai,Elite i20MAGNA 1.2,504699,2015,Delhi,Petrol,39239,Manual,1,11227
425,Maruti,Alto K10VXI (O) AMT,395299,2017,Delhi,Petrol,31679,Manual,1,8793
426,Maruti,SwiftVXI,406299,2015,Delhi,Petrol,50198,Manual,1,9038
427,Honda,CityS MT PETROL,360799,2010,Delhi,Petrol,47405,Manual,1,8026
428,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,473199,2018,Delhi,Petrol,22514,Manual,1,10526
429,Hyundai,EonERA PLUS,252000,2015,Delhi,Petrol,39323,Manual,1,5606
430,Hyundai,Elite i20SPORTZ 1.2,650000,2018,Delhi,Petrol,15847,Manual,1,14459
431,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,685499,2016,Delhi,Diesel,29749,Manual,2,15249
432,Renault,KwidRXT Opt,256000,2016,Delhi,Petrol,27720,Manual,2,5695
433,Maruti,DzireLXI,575000,2020,Delhi,Petrol,27816,Manual,1,12791
434,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,455099,2018,Delhi,Petrol,39454,Manual,1,10123
435,Maruti,Swift DzireVDI BS IV,301699,2012,Delhi,Diesel,61164,Manual,1,6711
436,Toyota,EtiosG,230000,2011,Delhi,Petrol,69433,Manual,2,5116
437,Maruti,BalenoZETA 1.2 K12,627699,2018,Delhi,Petrol,9483,Manual,2,13963
438,Maruti,Swift DzireZDI,510000,2016,Delhi,Diesel,28691,Manual,1,11345
439,Maruti,IGNISDELTA 1.2 K12,513000,2019,Delhi,Petrol,7894,Manual,1,11411
440,Maruti,Swift DzireVXI 1.2 BS IV,410000,2015,Delhi,Petrol,45517,Manual,1,9120
441,Maruti,SwiftVDI ABS,411399,2015,Delhi,Diesel,46856,Manual,1,9151
442,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,384899,2016,Delhi,Petrol,41048,Manual,1,8562
443,Maruti,BalenoSIGMA 1.2 K12,401199,2016,Delhi,Petrol,57058,Manual,2,8924
444,Hyundai,EonERA PLUS,224999,2014,Delhi,Petrol,40438,Manual,2,5005
445,Maruti,S CrossSIGMA 1.3,508899,2015,Delhi,Diesel,37640,Manual,2,11320
446,Tata,TiagoXZA 1.2 REVOTRON,488299,2018,Delhi,Petrol,28420,Automatic,1,10862
447,Maruti,AltoLXI,158799,2009,Delhi,Petrol,54427,Manual,1,3532
448,Datsun,Redi GoLIMITED EDITION,210000,2016,Delhi,Petrol,30576,Manual,1,4671
449,Hyundai,EonERA PLUS,218399,2015,Delhi,Petrol,45715,Manual,2,4858
450,Honda,Brio1.2 EX MT I VTEC,290000,2013,Delhi,Petrol,54148,Manual,1,6451
451,Hyundai,Elite i20MAGNA 1.2,496000,2015,Delhi,Petrol,27593,Manual,1,11033
452,Maruti,Eeco5 STR WITH AC PLUS HTR,280299,2016,Delhi,Petrol,39695,Manual,2,6235
453,Hyundai,VernaFLUIDIC 1.6 EX VTVT,380000,2013,Delhi,Petrol,59282,Manual,2,8453
454,Hyundai,EonD LITE PLUS,231499,2013,Delhi,Petrol,57841,Manual,1,5150
455,Honda,CityV MT PETROL,410000,2012,Delhi,Petrol,58659,Manual,1,9120
456,Maruti,Alto 800LXI,290699,2017,Delhi,Petrol,40409,Manual,1,6466
457,Maruti,Alto 800VXI,308000,2016,Delhi,Petrol,51310,Manual,1,6851
458,Maruti,CelerioVXI,395499,2019,Delhi,Petrol,11873,Manual,1,8798
459,Renault,,392000,2017,Delhi,Petrol,8129,,1,8720
460,Hyundai,Grand i10SPORTS 1.2 VTVT,398599,2014,Delhi,Petrol,52299,Manual,2,8867
461,Honda,CityS MT PETROL,328000,2011,Delhi,Petrol,65589,Manual,2,7296
462,Maruti,Vitara BrezzaVDI,811499,2019,Delhi,Diesel,17831,Manual,1,18051
463,Maruti,BalenoDELTA 1.2 K12,650000,2019,Delhi,Petrol,16110,Manual,1,14459
464,Maruti,RitzZXI,297599,2014,Delhi,Petrol,58664,Manual,1,6620
465,Maruti,Swift DzireLXI OPT,465000,2016,Delhi,Petrol,8433,Manual,1,10344
466,Maruti,AltoLXI,329000,2019,Delhi,Petrol,10554,Manual,1,7318
467,Maruti,SwiftVDI,329399,2013,Delhi,Diesel,58850,Manual,1,7327
468,Hyundai,i20ASTA 1.4 CRDI,320000,2014,Delhi,Diesel,52353,Manual,1,7118
469,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,450999,2017,Delhi,Petrol,35013,Manual,2,10032
470,Maruti,A StarVXI,165699,2009,Delhi,Petrol,62155,Manual,1,3686
471,Maruti,BalenoDELTA 1.2 K12,586000,2017,Delhi,Petrol,7395,Manual,1,13035
472,Maruti,Zen EstiloVXI,179299,2009,Delhi,Petrol,44191,Manual,1,3988
473,Maruti,BalenoALPHA 1.2 K12,563899,2016,Delhi,Petrol,38779,Manual,1,12544
474,Maruti,Swift DzireLXI 1.2 BS IV,230000,2010,Delhi,Petrol,50475,Manual,1,5116
475,Ford,Ecosport1.5TITANIUM TDCI,415000,2013,Delhi,Diesel,59984,Manual,1,9231
476,Honda,CityV MT PETROL,331000,2011,Delhi,Petrol,61366,Manual,2,7363
477,Honda,CityV AT,361199,2010,Delhi,Petrol,60222,Automatic,1,8035
478,Maruti,CelerioVXI,410199,2016,Delhi,Petrol,17543,Manual,1,9125
479,Maruti,CelerioVXI AMT,333099,2014,Delhi,Petrol,55769,Automatic,1,7410
480,Hyundai,Elite i20ERA 1.2,495000,2016,Delhi,Petrol,37479,Manual,1,11011
481,Hyundai,NEW SANTRO1.1 MAGNA MT,441099,2019,Delhi,Petrol,8632,Manual,1,9812
482,Honda,CityV MT PETROL,278099,2009,Delhi,Petrol,43966,Manual,2,6186
483,Maruti,SwiftLDI BS IV,449199,2015,Delhi,Diesel,18206,Manual,1,9992
484,Hyundai,i10SPORTZ 1.2 KAPPA2,245099,2010,Delhi,Petrol,35644,Manual,1,5452
485,Maruti,BalenoDELTA 1.2 K12,575899,2018,Delhi,Petrol,25937,Manual,1,12811
486,Maruti,New  Wagon-R1.0 LXI (O),503599,2020,Delhi,Petrol,7242,Manual,1,11202
487,Hyundai,i10SPORTZ 1.2 KAPPA2,287199,2011,Delhi,Petrol,42808,Manual,1,6389
488,Maruti,CiazVDI,501899,2014,Delhi,Diesel,65421,Manual,1,11164
489,Hyundai,VernaFLUIDIC 1.6 EX CRDI,416799,2013,Delhi,Diesel,32862,Manual,2,9271
490,Renault,KwidRXT 1.0 EASY-R AT OPTION,287499,2017,Delhi,Petrol,50360,Automatic,3,6395
491,Maruti,Swift DzireVXI 1.3,229499,2009,Delhi,Petrol,50541,Manual,1,5105
492,Hyundai,i20MAGNA O 1.2,183000,2011,Delhi,Petrol,63227,Manual,3,4071
493,Honda,CityV MT PETROL,317000,2012,Delhi,Petrol,55376,Manual,2,7051
494,Hyundai,Elite i20MAGNA 1.2,494199,2016,Delhi,Petrol,37628,Manual,1,10993
495,Hyundai,i20SPORTZ 1.4 CRDI,345000,2013,Delhi,Diesel,43290,Manual,1,7674
496,Maruti,Alto 800LXI,271399,2016,Delhi,Petrol,43279,Manual,1,6037
497,Hyundai,Santro XingGL,130199,2009,Delhi,Petrol,56160,Manual,1,2896
498,Maruti,Alto 800VXI,285699,2014,Delhi,Petrol,5383,Manual,1,6355
499,Honda,CityVX MT PETROL,675000,2015,Delhi,Petrol,39140,Manual,2,15015
500,Honda,CityV MT PETROL,312000,2012,Delhi,Petrol,55419,Manual,2,6940
501,Maruti,SwiftVDI ABS,424199,2015,Delhi,Diesel,44379,Manual,1,9436
502,Maruti,SwiftLXI,330000,2013,Delhi,Petrol,55384,Manual,1,7341
503,Maruti,BalenoZETA 1.2 K12,620999,2019,Delhi,Petrol,33126,Manual,1,13814
504,Renault,,613000,2020,Delhi,Petrol,25232,,1,13636
505,Honda,CityV MT PETROL,245000,2010,Delhi,Petrol + CNG,70813,Manual,3,5450
506,Maruti,BalenoDELTA 1.2 K12,528399,2017,Delhi,Petrol,32712,Manual,1,11754
507,Maruti,Alto 800LXI,251000,2016,Delhi,Petrol,57421,Manual,1,5583
508,Hyundai,Elite i20MAGNA 1.2,460000,2015,Delhi,Petrol + CNG,51783,Manual,1,10232
509,Maruti,BalenoDELTA 1.2 K12,650499,2019,Delhi,Petrol,8624,Manual,1,14470
510,Maruti,BalenoDELTA 1.2 K12,597799,2018,Delhi,Petrol,23580,Manual,1,13298
511,Maruti,Alto 800LXI,185000,2012,Delhi,Petrol,58918,Manual,1,4115
512,Volkswagen,PoloTRENDLINE 1.2L PETROL,211000,2011,Delhi,Petrol,67235,Manual,1,4694
513,Maruti,Swift DzireLDI BS IV,342000,2014,Delhi,Diesel,50613,Manual,1,7608
514,Hyundai,VENUE1.0L Turbo GDI SX MT,990000,2020,Delhi,Petrol,10339,Manual,1,22022
515,Maruti,Swift DzireLXI 1.2 BS IV,365000,2012,Delhi,Petrol,20883,Manual,1,8119
516,Maruti,Vitara BrezzaVDI,656799,2016,Delhi,Diesel,33572,Manual,1,14610
517,Maruti,Swift DzireVDI BS IV,335899,2012,Delhi,Diesel,49120,Manual,1,7472
518,Maruti,AltoLXI,155799,2009,Delhi,Petrol,35919,Manual,1,3466
519,Hyundai,VernaFLUIDIC 1.6 SX CRDI OPT,495299,2013,Delhi,Diesel,53143,Manual,1,11018
520,Maruti,BalenoZETA 1.2 K12,777599,2021,Delhi,Petrol,11162,Manual,1,17297
521,Ford,Ecosport1.5TITANIUM TDCI,460000,2014,Delhi,Diesel,56811,Manual,2,10232
522,Renault,KwidRXL,294399,2018,Delhi,Petrol,29623,Manual,2,6549
523,Maruti,AltoLXI,145199,2009,Delhi,Petrol,38347,Manual,1,3230
524,Maruti,SwiftVDI ABS,383099,2014,Delhi,Diesel,60901,Manual,1,8522
525,Renault,Kwid1.0 RXL,232000,2017,Delhi,Petrol,39760,Manual,3,5161
526,Ford,Figo Aspire1.2 TREND PETROL,345000,2015,Delhi,Petrol,58546,Manual,1,7674
527,Maruti,Vitara BrezzaVDI,758899,2019,Delhi,Diesel,24974,Manual,1,16881
528,Tata,ZestXT RT,446599,2014,Delhi,Petrol,27863,Manual,1,9934
529,Maruti,Alto K10VXI OPT,327899,2017,Delhi,Petrol,40377,Manual,1,7294
530,Volkswagen,PoloHIGHLINE1.5L DIESEL,382000,2014,Delhi,Diesel,57123,Manual,1,8497
531,Honda,CityS MT PETROL,310000,2011,Delhi,Petrol,65336,Manual,2,6896
532,Honda,CitySV MT DIESEL,440000,2014,Delhi,Diesel,58153,Manual,2,9788
533,Ford,Figo Aspire1.2 TREND PETROL,385000,2015,Delhi,Petrol,58531,Manual,1,8564
534,Hyundai,i10MAGNA 1.2,159000,2009,Delhi,Petrol,68707,Manual,2,3537
535,Maruti,CiazVDI+ SHVS,600000,2016,Delhi,Diesel,26477,Manual,1,13347
536,Maruti,BalenoDELTA 1.2 K12,581699,2016,Delhi,Petrol,27933,Manual,1,12940
537,Maruti,BalenoDELTA 1.2 K12,665000,2020,Delhi,Petrol,21073,Manual,1,14793
538,Honda,CitySV CVT PETROL,650000,2014,Delhi,Petrol,28307,Automatic,1,14459
539,Maruti,Wagon R StingrayVXI,304000,2016,Delhi,Petrol,45635,Manual,2,6762
540,Maruti,Wagon R 1.0VXI,325000,2017,Delhi,Petrol,66456,Manual,2,7229
541,Maruti,SwiftVDI,352899,2014,Delhi,Diesel,58508,Manual,1,7850
542,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,385000,2016,Delhi,Petrol,49273,Manual,1,8564
543,Maruti,BalenoDELTA 1.2 K12,603199,2019,Delhi,Petrol,9870,Manual,1,13418
